Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Firmenlogo,https://raw.githubusercontent.com/NaSch13/Apple-TV-Logo/main/Logo.png,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
